eng_text,tgt_lang,tgt_lang_text,eng_reln,gemma_3_12b
"During a short speech, he thanked those present for the honor and dedicated the order to his grandfather Bill Shiran:
",mal_Mlym,"ഒരു ഹ്രസ്വ സംഭാഷണ വേളയിൽ, ആ ബഹുമതിക്ക് അദ്ദേഹം നൽകിയ നന്ദി അറിയിക്കുകയും തന്റെ മുത്തച്ഛനായ ബില്ലിനെ ഷാറായിക്ക് സമർപ്പിക്കുകയും ചെയ്തു:
",grandfather,B
"According to police, the girl committed suicide due to sexual abuse by her grandfather.
",mal_Mlym,"ഇയാളുടെ പീഡനം കാരണമാണ് യുവതി ആത്മഹത്യചെയ്തതെന്നാണ് പൊലീസ് പറയുന്നത്.
",grandfather,X
"The girl had come to her grandfather’s house.
",mal_Mlym,"അമ്മാവന്റെ വീട്ടിലായിരുന്നു പെണ്‍കുട്ടി.
",grandfather,B
"Makenzy's most recent portrait is of her grandfather, Bernard Davies.
",mal_Mlym,"മാക്കന്‍സിയുടെ ഏറ്റവും പുതിയ ചിത്രം അവളുടെ മുത്തച്ഛനായ ബെര്‍ണാഡ് ഡേവിസിന്റെതാണ്.
",grandfather,B
"His grandfather was RSS worker.
",mal_Mlym,"അവരുടെ പിതാവ് ആര്‍. എസ്. എസ്' സംഘടനയില്‍ പ്രവര്‍ത്തിച്ചിരുന്നു.
",grandfather,B
"After World War I, Simone's maternal grandfather Gustave Brasseur, president of the Meuse Bank, went bankrupt, throwing his entire family into dishonor and poverty.
",mal_Mlym,"ഒന്നാം ലോകയുദ്ധത്തിനു ശേഷം സിമോന്റെ മാതൃപിതാവ് ഗുസ്താവ് ബ്രാസ്സോ പ്രസിഡന്റായിരുന്ന മ്യൂസ് ബാങ്ക് സാമ്പത്തിക തകർച്ചയിൽപ്പെടുകയും കുടുംബം ദാരിദ്ര്യത്തിലേക്കും അപമാനത്തിലേക്കും വഴുതിവീഴുകയും ചെയ്തു.
",grandfather,B
"Alabama police officer indicted for assaulting Indian grandfather
",mal_Mlym,"ഇന്ത്യക്കാരനായ വൃദ്ധനെ മര്‍ദ്ദിച്ച കേസില്‍ അലബാമ പൊലീസ് ഉദ്യോഗസ്ഥനെതിരെ കുറ്റംചുമത്തി
",grandfather,B
"Bishweshwar Prasad Koirala who was the Prime Minister of Nepal is her grandfather.
",mal_Mlym,"നേപ്പാളിലെ മുൻ പ്രധാനമന്ത്രി ബിവേശ്വർ പ്രസാദ് കൊയ്‌രാള മനീഷയുടെ മുത്തച്ഛനാണ്.
",grandfather,B
"The accused are the victim’s father and grandfather.
",mal_Mlym,"പിതാവും മകനുമാണ് കേസിലെ പ്രതികള്‍ .
",grandfather,B
"Augustus was the first Emperor of the Roman Empire and he took the name of his grandfather Julius Caesar.
",mal_Mlym,"ഗയസ് ജൂലിയസ് സീസർ ഒക്റ്റാവിയാനസ് എന്ന അഗസ്റ്റസ് റോമൻ സാമ്രാജ്യത്തിന്റെ ആദ്യത്തെ ചക്രവർത്തിയായിരുന്നു.
",grandfather,B
"A loving husband, father, grandfather and good friend.
",mal_Mlym,"നല്ല അച്ഛൻ, നല്ല ഭർത്താവ്, നല്ല സുഹൃത്ത് എന്നിങ്ങനെ സ്‌നേഹസമ്പന്നനായിരുന്നു.
",grandfather,B
"But his grandfather was.
",mal_Mlym,"പക്ഷേ അച്ഛന്‍ അതിന് ബദ്ധവിരോധിയായിരുന്നു.
",grandfather,B
"Afterward, we moved to my grandfather’s house.
",mal_Mlym,"പിന്നീട് അമ്മയുടെ ഓഹരി വിറ്റു ഞങ്ങള്‍ അച്ഛന്റെ തറവാട്ടിലേക്ക് പോയി.
",grandfather,B
"Both McCain's grandfather and father were admirals in the United States Navy.
",mal_Mlym,"മക്കെയ്ന്‍റെ പിതാവും മുത്തച്ഛനും നാവികസേനയിൽ ഫോർ സ്റ്റാർ അഡ്മിറലുകളായി സേവനമനുഷ്ഠിച്ചവരായിരുന്ു.
",grandfather,B
"And my grandfather agreed.
",mal_Mlym,"പിന്നെ അമ്മായി സമ്മതം തന്നോട്ടേ.
",grandfather,B
"Her mother and grandfather died from the disease.
",mal_Mlym,"അച്ഛനും അമ്മയും കോവിഡ് ബാധിച്ച് മരിച്ചു.
",grandfather,X
"After Abdullah’s death, Muhammad’s grandfather, Abdul- Muttalib, became his guardian.
",mal_Mlym,"പിതാമഹനായ അബ്ദുല്‍ മുത്തലിബിന്‍െറ വിയോഗശേഷം പിതൃവ്യനായ അബൂത്വാലിബായിരുന്നല്ളോ മുഹമ്മദ് നബിയെ സംരക്ഷിച്ചുപോന്നത്.
",grandfather,B
"Bollywood megastar Amitabh Bachchan is a proud grandfather!
",mal_Mlym,"ബോളിവുഡിന്റെ ഇതിഹാസമാണ് ഇന്ത്യന്‍ സിനിമയുടെ അഭിമാനതാരമായ അമിതാഭ് ബച്ചന്‍.
",grandfather,X
"The royal will be fifth-in-line to the British throne behind siblings Prince George, sister Princess Charlotte, William, grandfather Prince Charles.
",mal_Mlym,"മുത്തച്ഛന്‍ ചാള്‍സ്, അച്ഛന്‍ വില്യം, സഹോദരന്‍ ജോർജ്, സഹോദരി ഷാര്‍ലറ്റ് എന്നിവര്‍ക്ക് ശേഷം ബ്രിട്ടന്‍റെ അഞ്ചാം കിരീടാവകാശിയാകും ആ കുഞ്ഞ്.
",grandfather,B
"His grandfather immediately informed the police.
",mal_Mlym,"അപ്പോള്‍ത്തന്നെ മൂത്തമകന്‍ പോലീസിലറിയിച്ചു.
",grandfather,B
"He was living with his grandfather.
",mal_Mlym,"മുത്തച്ഛനോടൊപ്പമാണ് താമസിച്ചിരുന്നത്.
",grandfather,B
"At the time of the incident, the girl’s father and grandfather were at home, along with a domestic helper.
",mal_Mlym,"സംഭവ സമയത്ത് പെണ്‍കുട്ടിയും മുത്തശ്ശിയും അനിയനുമാണ് വീട്ടില്‍ ഉണ്ടായിരുന്നത്.
",grandfather,X
"This was told to me by my grandfather.
",mal_Mlym,"പപ്പേട്ടനാണ് എന്നോട് ഇക്കാര്യം പറഞ്ഞത്.
",grandfather,B
"Abraham is the father of Isaac and the grandfather of Jacob.
",mal_Mlym,"ഏബ്രഹാമിന്റെ കൊച്ചു മകനും ഐസക്കിന്റെ മകനുമായ ജേക്കബ് .
",grandfather,X
"A person who has influenced me most is my grandfather.
",mal_Mlym,"എന്നില്‍ ഏറ്റവും സ്വാധീനം ചെലുത്തിയ വ്യക്തി വാപ്പച്ചി തന്നെയാണ്.
",grandfather,X
"The child was accompanied by his father Shafi, grandfather Muhammed Kasim and a medical escort arranged by the hospital.
",mal_Mlym,"ഇതില്‍ കുട്ടിയും പിതാവ് ഷാഫി, മുത്തച്ഛന്‍ മുഹമ്മദ് കാസിം, മെഡിക്കല്‍ ടീമും പ്രവേശിച്ചു.
",grandfather,X
"Beg was also the grandfather of Mumtaz Mahal, the wife of Shah Jahan.
",mal_Mlym,"മുഗൾ ചക്രവർത്തിയായിരുന്ന ബഹാദൂർ ഷാ സഫറിന്റെ ഭാര്യമാരിലൊരാളായിരുന്നു താജ് മഹൽ ബീഗം.
",grandfather,X
"My grandfather had six sons.
",mal_Mlym,"മുത്തച്ഛന് ആറ് മക്കളാണുണ്ടായിരുന്നത്.
",grandfather,X
"Great grandfather - this mountain is located in the Ridge Jesenik Ridge, on the border of two regions: Moravia and Czech Silesia.
",mal_Mlym,"വലിയ മുത്തച്ഛൻ - ഈ പർവതം രണ്ട് മേഖലകളുടെ അതിർത്തിയിലുള്ള റിഡ്ജ് ജെസെനിക് റിഡ്ജിലാണ് സ്ഥിതി ചെയ്യുന്നത്: മൊറാവിയ, ചെക്ക് സിലേഷ്യ.
",grandfather,X
"Both his father and his grandfather were actors.
",mal_Mlym,"തന്റെ അച്ഛനും അമ്മാവനും നടന്മാരായിരുന്നു.
",grandfather,X
"His grandfather was a Prime Minister and his father a Foreign Minister.
",mal_Mlym,"അവരുടെ അച്ഛന്‍ ഇവിടുത്തെ മന്ത്രിയും മുത്തച്ഛന്‍ മുഖ്യമന്ത്രിയുമായിരുന്നു.
",grandfather,X
"Dewan Basheswarnath Kapoor, the legendary actor's grandfather, built it between 1918 and 1922.
",mal_Mlym,"1918നും 1922നും ഇടയ്ക്ക് നടന്റെ മുത്തച്ഛനായ ദിവാൻ ബഷേശ്വർനാഥ് കപൂറാണ് അത് നിർമിച്ചത്.
",grandfather,X
"Could this be his grandfather?
",mal_Mlym,"ഇത് തന്റെ അച്ചന്‍ തന്നെ?
",grandfather,X
"Shashi Kapoor and Karisma’s grandfather Raj Kapoor are brothers.
",mal_Mlym,"ഷമ്മി കപൂറിന്റെ സഹോദരന്മാർ രാജ് കപൂർ, ശശി കപൂർ എന്നിവരാണ്.
",grandfather,B
"The police is interrogating the child’s uncle and grandfather.
",mal_Mlym,"കുട്ടിയുടെ മുത്തശ്ശനെയും പൊലീസ് ചോദ്യം ചെയ്യും.
",grandfather,X
"A husband, father, and grandfather.
",mal_Mlym,"ഒരു പിതാവും മാതാവും സല്‍പുത്രനും.
",grandfather,X
"I will give back to you all the land of your grandfather Saul.
",mal_Mlym,"നിന്റെ പിതാമഹനായ സാവൂളിന്റെ ഭൂമിയെല്ലാം ഞാന്‍ നിനക്കു മടക്കിത്തരും.
",grandfather,X
"What are your memories of your grandfather?
",mal_Mlym,"ഉപ്പയെക്കുറിച്ചുള്ള ഓര്‍മകളെന്താണ്?
",grandfather,X
"Like grandfather, like father, like son.
",mal_Mlym,"മകൻ അച്ഛനും അച്ഛൻ മകനും ആയതുപോലെ.
",grandfather,X
"Satyam said that his grandfather wanted someone in the family to become an IAS officer, and he made up his mind to fulfil that dream.
",mal_Mlym,"കുടുംബത്തിൽ ആരെങ്കിലും ഐഎഎസ് ഉദ്യോഗസ്ഥനാകണമെന്ന് തന്റെ മുത്തച്ഛൻ ആഗ്രഹിച്ചിരുന്നുവെന്ന് സത്യം പറയുന്നു.
",grandfather,X
