eng_Latn,mal_Mlym
"The court directed the police to lodge an FIR against MP Prince Raj and his cousin Chirag Paswan.
","ഈ അപേക്ഷയില്‍ പ്രിന്‍സ് രാജ് എംപി, ചിരാഗ് പാസ്വാന്‍ എന്നിവര്‍ക്കെതിരെ എഫ്‌ഐആര്‍ രജിസ്റ്റര്‍ ചെയ്യണമെന്ന് കോടതി പൊലീസിന് നിര്‍ദേശം നല്‍കി.
"
"Are they sisters or cousins?
","അവള്‍ ചേട്ടന്റെ പെങ്ങളോ മകളോ ആണോ.
"
"Afterward, we moved into the home of my father’s cousin.
","പിന്നീട്‌ ഞങ്ങള്‍ അര്‍ബകാന്റെ സഹോദരന്റെ വീട്ടിലേക്ക്‌ യാത്ര തിരിച്ചു.
"
"After Henry died, his wife, Marie de Medici, ruled France as her cousin Catherine had before.
","ഹെൻ‌റി രാജാവിന്റെ മരണശേഷം, ഭാര്യ കാതറിൻ ഡി മെഡിസി ഫ്രാൻസിന്റെ രാജ്ഞി റീജന്റായി.
"
"His grandparents, wife, children and cousins are in the house.
","വീട്ടില്‍ അമ്മയുടെ അമ്മയും പെങ്ങളും ജ്യേഷ്ഠന്റെ ഭാര്യയും കുട്ടിയുമുണ്ട്.
"
"Afterward, we moved into the home of my father's cousin.
","പിന്നീട് അമ്മയുടെ ഓഹരി വിറ്റു ഞങ്ങള്‍ അച്ഛന്റെ തറവാട്ടിലേക്ക് പോയി.
"
"Besides being cousins, they were also best friends and brothers.
","സഹോദരനും സഹോദരനും എന്നതിലുപരി ബെസ്റ്റ് ഫ്രണ്ട്സ് കൂടിയാണിരുവരും.
"
"“Besides being cousins, they were very good friends.
","സഹോദരങ്ങള്‍ എന്നതിനേക്കാളുപരി ഇവര്‍ നല്ല സുഹൃത്തുക്കള്‍ കൂടിയായിരുന്നു.
"
"An “Earth cousin” has been found orbiting a star 500 light-years away.
","ഭൂമിയില്‍നിന്ന് 500 പ്രകാശവര്‍ഷമകലെ ഒരു ചെറുനക്ഷത്രത്തെ ചുറ്റുന്ന ഭീമന്‍ഗ്രഹത്തെ ഗവേഷകര്‍ തിരിച്ചറിഞ്ഞു.
"
"There were 36 cousins in her generation alone.
","അവരില്‍ 36 പേര്‍ക്കു മാത്രമേ പിന്‍ഗാമികള്‍ ജനിച്ചുള്ളൂ.
"
"And her neighbors and her cousins heard how the Lord had showed great mercy upon her; and they rejoiced with her.
","കര്‍ത്താവു അവള്‍ക്കു വലിയ കരുണ കാണിച്ചു എന്നു അയല്‍ക്കാരും ചാര്‍ച്ചക്കാരും കേട്ടിട്ടു അവളോടുകൂടെ സന്തോഷിച്ചു.
"
"Aunts and Uncles and cousins were in other houses nearby.
","ഉപ്പയും ഉമ്മയും സഹോദരങ്ങളും സമീപത്തെ മറ്റൊരു സ്ഥലത്ത് താമസിക്കുകയാണിപ്പോള്‍.
"
"Hrithik Roshan introduces cousin Pashmina to his fans.
","സഹോദരി പഷ്മിനാ റോഷനെ ആരാധകർക്ക് പരിചയപ്പെടുത്തിയിരിക്കുകയാണ് ബോളിവുഡ് നടൻ ഹൃത്വിക് റോഷൻ.
"
"Munde lost the election to her cousin Dhananjay Munde, who is with NCP.
","എന്‍സിപിയുടെ ധനഞ്ജയ് മുണ്ഡെയോട് തിരഞ്ഞെടുപ്പില്‍ പങ്ക മുണ്ഡെ തോറ്റിരുന്നു.
"
"According to Ziauddin, most of his siblings and cousins – Fakhruddin Ali Ahmed’s children – lived outside Assam and had not applied to be included in the state’s citizenry register.
","ഫക്രുദ്ദീന്‍ അലി അഹമ്മദിന്റെ മക്കള്‍ ഉള്‍പ്പെടെയുള്ള തന്റെ അര്‍ദ്ധ സഹോദരരെല്ലാം അസാമിന് വെളിയില്‍ താമസിക്കുന്നതിനാല്‍ സംസ്ഥാനത്തിന്റെ പൗരത്വ പട്ടികയില്‍ ഇടംനേടുന്നതിനായി അപേക്ഷിച്ചിട്ടില്ലെന്ന് സിയൂാവുദ്ദീന്‍ വിശദീകരിക്കുന്നു.
"
"Young man arrested for cousin’s murder
","വീട്ടമ്മയെ വെട്ടിപ്പരുക്കേല്‍പിച്ച കേസില്‍ യുവാവ് അറസ്റ്റില്‍
"
"The girl's cousin lodged a police complaint alleging that his sister has been murdered.
","പീഡനത്തിനിരയായ പെൺകുട്ടിയുടെ സഹോദരിയാണ്​ പോലീസിൽ പരാതി നൽകിയത്​.
"
"Bharatiya Janata Partys (BJP) candidate Ragini Singh, wife of ex-MLA Sanjeev Singh, is set to take on Congress candidate Purnima Niraj Singh, widow of Sanjeevs cousin and former Dhanbad Mayor Niraj Singh here.
","സിറ്റിംഗ് എം‌എൽ‌എ സഞ്ജീവ് സിംഗിന്‍റെ ഭാര്യ രാഗിണി സിംഗാണ് ബി‌ജെ‌പി സ്ഥാനാര്‍ത്ഥി.
"
"“This is my cousin.
","'ഇതെന്റെ അനിയിത്തിയാണ്.
"
"“My mother, aunt and my cousin sister were also there with me.
","“തീ ആളിപ്പടര്‍ന്നപ്പോള്‍ എന്‍റെ അമ്മയും അനിയത്തിയും അമ്മൂമ്മയുമൊക്കെ അതിനുള്ളിലായിരുന്നു.
"
"Three people including the woman's father and her cousins have been arrested.
","കേസില്‍ സ്ത്രീയും പ്രതിയുടെ പിതാവ് ഉള്‍പ്പെടെ മൂന്ന് കുടുംബാംഗങ്ങളും അറസ്റ്റിലായിട്ടുണ്ട്.
"
"Young man arrested for cousin’s murder
","രണ്ടാനച്ഛനെ കൊലപ്പെടുത്താൻശ്രമിച്ച യുവാവ് അറസ്റ്റിൽ
"
"BJP supporter shoots cousin for voting for Congress
","കോണ്‍ഗ്രസിന് വോട്ട് ചെയ്ത സഹോദരനെ ബിജെപി പ്രവര്‍ത്തകന്‍ വെടിവെച്ചു
"
"A few days later we went to out cousins house.
","കുറച്ച് ദിവസങ്ങൾ കഴിഞ്ഞ് ഞങ്ങൾ ഭാര്യയുടെ വീട്ടിലേക്ക് പോയി.
"
"Both are cousin brothers.
","ഇരുവരും കസിൻ സഹോദരരാണ്.
"
"Young man arrested for cousin’s murder
","മതംമാറാത്തതിന് സഹോദരീ ഭർത്താവിനെ മർദിച്ച കേസിൽ യുവാവ് അറസ്റ്റിൽ
"
"Among the dead, two are cousins.
","മരിച്ചവരില്‍ രണ്ട് ഗര്‍ഭിണികളും ഉള്‍പ്പെടുന്നു.
"
"She also said that veteran actress Jayabharathi is her father’s cousin.
","കൂടാതെ പ്രശസ്ത നടി ജയഭാരതി തന്റെ അച്ഛന്റെ കസിന്‍ ആണെന്നും ഉമ വെളിപ്പെടുത്തിയിരുന്നു.
"
"The police also filed chargesheet against Rocky's cousin Teni Yadav, his father Bindi Yadav and his lawmaker mother's bodyguard Rajesh Kumar in the teenage murder case.
","കേസില്‍ റോക്കിയുടെ അച്ഛന്‍ ബിന്ദി യാദവ്, ഇയാളുടെ ബോഡി ഗാര്‍ഡ് രാജേഷ് കുമാര്‍, റോക്കിയുടെ മകന്‍ തേനി യാദവ് എന്നിവരും കുറ്റക്കാരാണെന്ന് കോടതി കണ്ടെത്തിയിട്ടുണ്ട്.
"
"A cousin, Maganlal Gandhi, suggested 'Sadagraha' (firmness in good cause).
","മഗൻലാൽ ഗാന്ധി എന്നയാൾ ‘നല്ലകാര്യത്തിൽ സ്ഥിരത’ firmness in a good cause എന്നർഥമുള്ള ‘സദാഗ്രഹം’ എന്ന പേര് നിർദേശിച്ചു.
"
"Three people including the woman's father and her cousins have been arrested.
","കുഞ്ഞിന്റെ അമ്മയുള്‍പ്പെടെയുള്ള മൂന്നു സ്ത്രീകളും ഒരു പുരുഷനുമാണ് അറസ്റ്റിലായത്.
"
"She is my cousin.
","അവളെന്റെ അർദ്ധാംഗിനി.
"
"Young man arrested for cousin’s murder
","വീട്ടില്‍ അതിക്രമിച്ചുകയറി സഹോദരനെ മര്‍ദിച്ചുവെന്ന പരാതിയില്‍ യുവാവ് അറസ്റ്റില്‍
"
"Brothers arrested for killing cousin
","ജ്യേഷ്ഠനെ കൊന്ന കേസിൽ സഹോദരൻ അറസ്റ്റിലായി.
"
"Young man arrested for cousin’s murder
","സഹോദരനെ ആക്രമിച്ച കേസില്‍ യുവാവിന് തടവ്
"
"Marriage between first cousins illegal: Punjab and Haryana HC
","സഹോദരങ്ങളുടെ മക്കൾ തമ്മിലുള്ള വിവാഹം നിയമവിരുദ്ധം; നേരിട്ട് രക്തബന്ധത്തിലുള്ളവരാണെങ്കിൽ ഇരുവരും തമ്മിലുള്ള വിവാഹം അംഗീകരിക്കാൻ കഴിയില്ലെന്ന് പഞ്ചാബ് -ഹരിയാന ഹൈക്കോടതി
"
